ssnumber|songid|post_title|song_artist|song_title
793020383207|16774212|FAIRWEATHER FRIEND|VANESSA CARLTON|FAIRWEATHER FRIEND
793020831312|17242736|PAYBACK|ATTILA|PAYBACK
793020831312|17242737|SEX, DRUGS, & VIOLENCE|ATTILA|SEX, DRUGS, & VIOLENCE
793020831312|17242735|OUTLAWED|ATTILA|OUTLAWED
793880000007|18254703|ALL THE PRETTY LITTLE HORSES|LAURA VEIRS|ALL THE PRETTY LITTLE HORSES
793880000007|18254702|KING KONG KITCHIE KITCHIE KI-M|LAURA VEIRS|KING KONG KITCHIE KITCHIE KI-M
793880000007|18254698|LITTLE LAP DOG LULLABY|LAURA VEIRS|LITTLE LAP DOG LULLABY
795250003005|16012790|WHITE RABBIT|EGYPT CENTRAL|WHITE RABBIT
795250003005|16650712|KICK ASS|EGYPT CENTRAL|KICK ASS
795250003005|16650716|ENEMY INSIDE (PART 2)|EGYPT CENTRAL|ENEMY INSIDE (PART 2)
796180001201|17876627|LA PREGUNTA|J. ALVAREZ|LA PREGUNTA
796180001201|13249948|REGALAME UNA NOCHE|J.  ALVAREZ & ARCANGEL|REGALAME UNA NOCHE
796180001201|15305742|JUNTO AL AMANECER|J. ALVAREZ|JUNTO AL AMANECER
801060010212|16459594|ICE CREAM|BATTLES|ICE CREAM
801060010212|16776029|MY MACHINES (FEAT. GARY NUMAN)|BATTLES|MY MACHINES (FEAT. GARY NUMAN)
801060010212|16776026|FUTURA|BATTLES|FUTURA
801400216522|17464471|VERSOS DE MI ALMA|VOZ DE MANDO|VERSOS DE MI ALMA
801400216522|18162653|DE CORAZON RANCHERO|VOZ DE MANDO|DE CORAZON RANCHERO
801400216522|18162492|CUELGA BIEN TU CELULAR|VOZ DE MANDO|CUELGA BIEN TU CELULAR
803060001533|3285889|L.A. FREEWAY|GUY CLARK|L.A. FREEWAY
803060001533|2471870|DUBLIN BLUES|GUY CLARK|DUBLIN BLUES
803060001533|2416990|HOMEGROWN TOMATOES|GUY CLARK|HOMEGROWN TOMATOES
804570020155|4878549|OFF THE HANDLE|RORY GALLAGHER|OFF THE HANDLE
804570020155|775624|TATTOO'D LADY|RORY GALLAGHER|TATTOO'D LADY
804570020155|775662|SHINKICKER|RORY GALLAGHER|SHINKICKER
804570020243|3274933|LOVE SHACK|THE B-52S|LOVE SHACK
804570020243|3149776|ROCK LOBSTER|B-52'S|ROCK LOBSTER
804570020243|3276338|ROAM|B-52'S|ROAM
804570025064|12928903|BY THE SWORD|SLASH|BY THE SWORD
804570025064|13090177|BACK FROM CALI|SLASH|BACK FROM CALI
804570025064|13049184|NOTHING TO SAY|SLASH FEAT. M SHADOWS|NOTHING TO SAY
805140001109|17355869|THE WAY IT GOES|GILLIAN WELCH|THE WAY IT GOES
805140001109|17355866|SCARLET TOWN|GILLIAN WELCH|SCARLET TOWN
805140001109|17355873|HARD TIMES|GILLIAN WELCH|HARD TIMES
808130560832|17002021|NOT OVER YOU|GAVIN DEGRAW|NOT OVER YOU
808130560832|17136261|SWEETER|GAVIN DEGRAW|SWEETER
808130560832|17136259|SOLDIER|GAVIN DEGRAW|SOLDIER
808330046542|17530923|MAS QUE NUNCA|DUELO|MAS QUE NUNCA
808330046542|17907837|MALABARES|DUELO|MALABARES
808330046542|17907764|ADICTO|DUELO|ADICTO
808330546422|13487837|NI LO INTENTES|JULION Y SU NORTENO BA ALVAREZ|NI LO INTENTES
808330546422|14090192|ADONDE VAMOS A PARAR|MARCO ANTONIO SOLIS|ADONDE VAMOS A PARAR
808330546422|13602875|NIñA DE MI CORAZóN|LA ARROLLADORA BANDA EL LIMON|NIñA DE MI CORAZóN
808330546552|1235374|LAGRIMAS Y LLUVIA|JUAN GABRIEL|LAGRIMAS Y LLUVIA
808330546552|1235382|QUE SEA MI CONDENA|JUAN GABRIEL|QUE SEA MI CONDENA
808330546552|1235556|TENGO QUE OLVIDAR|JUAN GABRIEL|TENGO QUE OLVIDAR
808330546592|17907727|BASTA YA|JENNI RIVERA|BASTA YA
808330546592|18594112|A CAMBIO DE QUE|JENNI RIVERA|A CAMBIO DE QUE
808330546592|15242697|COMO TU MUJER|JENNI RIVERA|COMO TU MUJER
808330546602|17907727|BASTA YA|JENNI RIVERA|BASTA YA
808330546602|18594112|A CAMBIO DE QUE|JENNI RIVERA|A CAMBIO DE QUE
808330546602|15242697|COMO TU MUJER|JENNI RIVERA|COMO TU MUJER
808330546612|18224762|TE QUIERO A MORIR|BANDA EL RECODO|TE QUIERO A MORIR
808330546612|18486773|SIN RESPIRACION|BANDA EL RECODO DE CRUZ LIZARR|SIN RESPIRACION
808330546612|18486545|LA MEJOR DE TODAS|BANDA EL RECODO DE CRUZ LIZARRAGA|LA MEJOR DE TODAS
808333546182|2052541|QUE NO QUEDE HUELLA|BRONCO-EL GIGANTE|QUE NO QUEDE HUELLA
808333546182|2052570|UN FIN DE SEMANA|BRONCO|UN FIN DE SEMANA
808333546182|2052604|ADORO|BRONCO|ADORO
808333546502|17001577|VAYA CON DIOS|ZONA ZERO|VAYA CON DIOS
808333546502|18162314|VIVO EN TU PIEL|ALERTA ZERO|VIVO EN TU PIEL
808333546502|18162374|ERES UN AMOR|ALERTA ZERO|ERES UN AMOR
808333546532|3770438|Y TE AMO|LOS YONIC'S|Y TE AMO
808333546532|1240096|PALABRAS TRISTES|LOS YONIC'S|PALABRAS TRISTES
808333546532|1241554|SOY YO|LOS YONIC'S|SOY YO
810383483852|1610674|TOM DOOLEY|KINGSTON TRIO|TOM DOOLEY
810383483852|1610685|WHERE HAVE ALL THE FLOWERS GON|KINGSTON TRIO|WHERE HAVE ALL THE FLOWERS GON
810383483852|608525|M.T.A.|KINGSTON TRIO|M.T.A.
810383487775|18035489|UNISON|PORTER ROBINSON|UNISON
810383487775|18035488|SPITFIRE|PORTER ROBINSON|SPITFIRE
810383487775|18035492|THE STATE|PORTER ROBINSON|THE STATE
811439105162|2536425|HERE I GO AGAIN|WHITESNAKE|HERE I GO AGAIN
811439105162|2536427|IS THIS LOVE|WHITESNAKE|IS THIS LOVE
811439105162|2536424|STILL OF THE NIGHT|WHITESNAKE|STILL OF THE NIGHT
813610003201|7359860|I TRUST YOU|JAMES  FORTUNE & FIYA|I TRUST YOU
813610003201|15705873|I NEED YOUR GLORY|JAMES  FORTUNE & FIYA FEAT. WILLIAM MURPHY |I NEED YOUR GLORY
813610003201|7360873|I WOULDN'T KNOW YOU|JAMES  FORTUNE & FIYA|I WOULDN'T KNOW YOU
813980501054|17907026|REMEMBER EVERYTHING|FIVE FINGER DEATH PUNCH|REMEMBER EVERYTHING
813980501054|17663427|UNDER AND OVER IT|FIVE FINGER DEATH PUNCH|UNDER AND OVER IT
813980501054|17907023|COMING DOWN|FIVE FINGER DEATH PUNCH|COMING DOWN
815670000002|17907909|LET THE CHURCH SAY AMEN|ANDRAE CROUCH FEAT. MARVIN WINANS |LET THE CHURCH SAY AMEN
815670000002|16007012|THE PROMISE|ANDRAE CROUCH|THE PROMISE
815670000002|17970730|FAITH|ANDRAE CROUCH|FAITH
820410131156|1497372|HIS CHEESEBURGER|VEGGIE TALES|HIS CHEESEBURGER
820410131156|1497361|THE PIRATES WHO DON'T DO ANYTH|VEGGIE TALES|THE PIRATES WHO DON'T DO ANYTH
820410131156|1497359|LOVE MY LIPS - ALBUM VERSION|VEGGIE TALES|LOVE MY LIPS - ALBUM VERSION
821770050070|18242616|I'M NOT READY|SURFER BLOOD|I'M NOT READY
821770050070|18242618|VOYAGER REPRISE|SURFER BLOOD|VOYAGER REPRISE
821770050070|18242617|MIRANDA|SURFER BLOOD|MIRANDA
823880000735|14356574|IN THE DARK|BIRTHDAY MASSACRE|IN THE DARK
823880000735|14356581|PINS AND NEEDLES|BIRTHDAY MASSACRE|PINS AND NEEDLES
823880000735|14356578|SHALLOW GRAVE|BIRTHDAY MASSACRE|SHALLOW GRAVE
824360030135|17918521|THE HAM INCIDENT|PATTON OSWALT|THE HAM INCIDENT
824360030135|17918514|THE BUGGED CAR|PATTON OSWALT|THE BUGGED CAR
824360030135|17918515|THE DUMB GAY FRIEND|PATTON OSWALT|THE DUMB GAY FRIEND
826310070138|16067908|LIGHTSPEED|GRIEVES|LIGHTSPEED
826310070138|16871859|ON THE ROCKS|GRIEVES|ON THE ROCKS
826310070138|17066105|SUNNY SIDE OF HELL|GRIEVES|SUNNY SIDE OF HELL
826310070144|18031369|YOU|EVIDENCE|YOU
826310070144|18048007|LATE FOR THE SKY|EVIDENCE|LATE FOR THE SKY
826310070144|14193091|TBC|EVIDENCE|TBC
827320269308|17926050|MORE THAN YOU'LL EVER KNOW\|BOYZ II MEN FEAT. CHARLIE WILSON|MORE THAN YOU'LL EVER KNOW\
827320269308|18539245|END OF THE ROAD (TWENTY)|BOYZ II MEN|END OF THE ROAD (TWENTY)
827320269308|18539246|I'LL MAKE LOVE TO YOU (TWENTY)|BOYZ II MEN|I'LL MAKE LOVE TO YOU (TWENTY)
830570984562|2401938|KALENA KAI|KEOLA BEAMER|KALENA KAI
830570984562|2402229|'ULILI E|DENNIS KAMAKAHI|'ULILI E
830570984562|11305457|DEEP IN AN ANCIENT HAWAIIAN FO|MAKANA|DEEP IN AN ANCIENT HAWAIIAN FO
830620109262|16644380|HOLD ME TOGETHER|ROYAL TAILOR|HOLD ME TOGETHER
830620109262|16710932|MAKE A MOVE|ROYAL TAILOR|MAKE A MOVE
830620109262|16710926|CONTROL|ROYAL TAILOR|CONTROL
831610091159|17136701|REMIND ME OF WHO I AM|JASON GRAY|REMIND ME OF WHO I AM
831610091159|17715209|GOOD TO BE ALIVE|JASON GRAY|GOOD TO BE ALIVE
831610091159|17715214|A WAY TO SEE IN THE DARK|JASON GRAY|A WAY TO SEE IN THE DARK
832050001490|11716717|LAND OF THE DEAD|MISFITS|LAND OF THE DEAD
832050001490|11716718|TWILIGHT OF THE DEAD|MISFITS|TWILIGHT OF THE DEAD
832050001490|17851006|THE DEVIL'S RAIN|MISFITS|THE DEVIL'S RAIN
837290008427|17598465|HOW DEEP IS YOUR LOVE|RAPTURE|HOW DEEP IS YOUR LOVE
837290008427|17467453|SAIL AWAY|RAPTURE|SAIL AWAY
837290008427|17715642|IN THE GRACE OF YOUR LOVE|RAPTURE|IN THE GRACE OF YOUR LOVE
846070000800|16378013|KILLING ME INSIDE|CROSSFADE|KILLING ME INSIDE
846070000800|17059614|PROVE YOU WRONG|CROSSFADE|PROVE YOU WRONG
846070000800|17059615|LAY ME DOWN|CROSSFADE|LAY ME DOWN
852820000700|1519101|STRANGER ON THE ROAD|SHIRLEY CAESAR|STRANGER ON THE ROAD
852820000700|2040560|NO CHARGE|SHIRLEY CAESAR|NO CHARGE
852820000700|1516703|JORDAN RIVER|SHIRLEY CAESAR|JORDAN RIVER
857680000042|6071348|WATCH US WORK IT|DEVO|WATCH US WORK IT
857680000042|11998721|DON'T BITE YOUR FRIENDS|YO GABBA GABBA!|DON'T BITE YOUR FRIENDS
857680000042|15228270|BANANA|AGGROLITES|BANANA
858680400233|3660756|GANGSTA'S PARADISE|COOLIO FEAT. L.V.|GANGSTA'S PARADISE
858680400233|1542850|FANTASTIC VOYAGE|COOLIO|FANTASTIC VOYAGE
858680400233|3417603|1-2-3-4 (SUMPIN' NEW)|COOLIO|1-2-3-4 (SUMPIN' NEW)
878240078064|18035852|THE LIFE OF KINGS|PHONTE|THE LIFE OF KINGS
878240078064|18035843|THE GOOD FIGHT|PHONTE|THE GOOD FIGHT
878240078064|18035845|NOT HERE ANYMORE|PHONTE|NOT HERE ANYMORE
880880217362|1035285|TAMACUN|RODRIGO Y GABRIELA|TAMACUN
880880217362|11312724|HANUMAN|RODRIGO Y GABRIELA|HANUMAN
880880217362|11312613|BUSTER VOODOO|RODRIGO Y GABRIELA|BUSTER VOODOO
880880217422|17781183|KNOTS|LISA HANNIGAN|KNOTS
880880217422|17781184|WHAT'LL I DO|LISA HANNIGAN|WHAT'LL I DO
880880217422|17781185|O SLEEP|LISA HANNIGAN|O SLEEP
881711565702|17464467|I GOTTA GO|ROBERT EARL KEEN|I GOTTA GO
881711565702|3164523|PAINT THE TOWN BEIGE|ROBERT EARL KEEN|PAINT THE TOWN BEIGE
881711565702|17530934|THE ROAD GOES ON AND ON|ROBERT EARL KEEN|THE ROAD GOES ON AND ON
882270006500|18564211|BY YOUR HAND|LOS CAMPESINOS|BY YOUR HAND
882270006500|18354122|HELLO SADNESS|LOS CAMPESINOS|HELLO SADNESS
882270006500|18564212|SONGS ABOUT YOUR GIRLFRIEND|CAMPESINOS [2]|SONGS ABOUT YOUR GIRLFRIEND
882880051472|11540217|CRYIN' FOR ME (WAYMAN'S SONG)|TOBY KEITH|CRYIN' FOR ME (WAYMAN'S SONG)
882880051472|7951846|ONE ON ONE|WAYMAN TISDALE|ONE ON ONE
882880051472|1438939|WAY UP|WAYMAN TISDALE|WAY UP
883330000001|17467489|GIMME SHELTER|PUDDLE OF MUDD|GIMME SHELTER
883330000001|17596554|OLD MAN|PUDDLE OF MUDD|OLD MAN
883330000001|17596559|ROCKET MAN|PUDDLE OF MUDD|ROCKET MAN
883370000002|17596620|NA NA NOTHING|MIKE DOUGHTY|NA NA NOTHING
883370000002|17596623|HOLIDAY (WHAT DO YOU WANT?) WI|MIKE DOUGHTY|HOLIDAY (WHAT DO YOU WANT?) WI
883370000002|17596622|DAY BY DAY BY|MIKE DOUGHTY|DAY BY DAY BY
886990832742|16523402|REMIND ME|BRAD DUET WITH CARRIE UNDERWOOD PAISLEY|REMIND ME
886990832742|16453127|OLD ALABAMA|BRAD PAISLEY FEAT. ALABAMA |OLD ALABAMA
886990832742|15371624|THIS IS COUNTRY MUSIC|BRAD PAISLEY|THIS IS COUNTRY MUSIC
890270528081|444069|AIRE|INTOCABLE|AIRE
890270528081|1246976|OJAL-- QUE TE MUERAS|PESADO|OJAL-- QUE TE MUERAS
890270528081|1243556|A CHILLAR A OTRA PARTE|PESADO|A CHILLAR A OTRA PARTE
890270529227|18232736|CORRE|JESSE & JOY FEAT. LA REPUBLIKA|CORRE
890270529227|18766491|LA DE LA MALA SUERTE|JESSE & JOY|LA DE LA MALA SUERTE
890270529227|21071969|LLORAR|JESSE & JOY FEAT. MARIO DOMM|LLORAR
890270529348|18047942|BENVENUTO|LAURA PAUSINI|BENVENUTO
890270529348|18494949|JAMAS ABANDONE|LAURA PAUSINI|JAMAS ABANDONE
890270529348|18494961|TE DIGO ADIÃ³S|LAURA PAUSINI|TE DIGO ADIÃ³S
893930000087|17001550|WORLDWIDE CHOPPERS|TECH N9NE FEAT. D-LOC, TWISTA, BUSTA RHYMES, CEZ & JLB HOOD|WORLDWIDE CHOPPERS
893930000087|17001541|AM I A PSYCHO|TECH N9NE FEAT. B.O.B & HOPSPIN|AM I A PSYCHO
893930000087|16916764|HE'S A MENTAL GIANT|TECH N9NE|HE'S A MENTAL GIANT
893980910014|5756895|YOU DON'T WANT IT|TECH N9NE|YOU DON'T WANT IT
893980910014|16866189|DOWN|KRIZZ KALIKO|DOWN
893980910014|16866329|IMMORTAL|KRIZZ KALIKO|IMMORTAL
896570700017|2537814|WHAT YOU GIVE|TESLA|WHAT YOU GIVE
896570700017|2537810|SONG & EMOTION|TESLA|SONG & EMOTION
896570700017|749767|HANG TOUGH|TESLA|HANG TOUGH
909700000229|17486890|THAT GIRL|KEVIN FOWLER|THAT GIRL
909700000229|17123867|HELL YEAH I LIKE BEER|KEVIN FOWLER|HELL YEAH I LIKE BEER
909700000229|17486894|GIRL IN A TRUCK|KEVIN FOWLER|GIRL IN A TRUCK
909700000232|17541311|CAN'T SAY GOODBYE|JOSH GRACIN|CAN'T SAY GOODBYE
909700000232|18364853|OVER ME|JOSH GRACIN|OVER ME
909700000232|14096115|COVER GIRL|JOSH GRACIN|COVER GIRL
910090002481|17322276|HOW IT STARTS|FEATURES|HOW IT STARTS
910090002481|17322274|ANOTHER ONE|FEATURES|ANOTHER ONE
910090002481|17322273|KIDS|FEATURES|KIDS
920150002073|18047971|I DON'T BELIEVE|KYNG|I DON'T BELIEVE
920150002073|17392977|FALLING DOWN (ALBUM VERSION)|KYNG|FALLING DOWN (ALBUM VERSION)
920150002073|18047972|BLEED EASY|KYNG|BLEED EASY
920290352498|3508173|TEYATA|DEVA PREMAL|TEYATA
920290352498|17918441|MERE GURUDEV|DEVA PREMAL|MERE GURUDEV
920290352498|17918435|NARASIMHA|DEVA PREMAL|NARASIMHA
931510217592|16252757|LOTUS FLOWER|RADIOHEAD|LOTUS FLOWER
931510217592|16496735|CODEX|RADIOHEAD|CODEX
931510217592|16496733|LITTLE BY LITTLE|RADIOHEAD|LITTLE BY LITTLE
944444684922|17464503|STUCK IN MY ID|REPTAR|STUCK IN MY ID
944444684922|17594335|RAINBOUNCE|REPTAR|RAINBOUNCE
944444684922|17594241|BLASTOFF|REPTAR|BLASTOFF
945580080201|17243298|MIS//UNDERSTANDING|WE CAME AS ROMANS|MIS//UNDERSTANDING
945580080201|17243299|UNDERSTANDING WHAT WE'VE GROWN TO BE|WE CAME AS ROMANS|UNDERSTANDING WHAT WE'VE GROWN TO BE
945580080201|21480588|LET THESE WORDS LAST FOREVER|WE CAME AS ROMANS|LET THESE WORDS LAST FOREVER
949560000034|12317883|CLOSER|CORINNE BAILEY RAE|CLOSER
949560000034|6427589|HI'ILAWE|JOHN CRUZ|HI'ILAWE
949560000034|18166631|WORLD UPSIDE DOWN|JIMMY CLIFF|WORLD UPSIDE DOWN
950410017835|17393666|THE BOY WHO CRIED LOVE|EDWIN MCCAIN|THE BOY WHO CRIED LOVE
950410017835|17841349|ANYWHERE I'M GOING|EDWIN MCCAIN|ANYWHERE I'M GOING
950410017835|17841298|SOBER|EDWIN MCCAIN|SOBER
976320000005|14904504|LOOKING FOR AMERICA|MARK WILLS|LOOKING FOR AMERICA
976320000005|17289438|ROCKIN THE COUNTRY|MARK WILLS|ROCKIN THE COUNTRY
976320000005|16821562|CRAZY BEING HOME|MARK WILLS|CRAZY BEING HOME
D05519950356|14702327|I CAN'T STOP|FLUX PAVILION|I CAN'T STOP
D05519950356|16440806|BASS CANNON|FLUX PAVILION|BASS CANNON
D05519950356|13646793|GOT 2 KNOW|FLUX PAVILION|GOT 2 KNOW
D05519950375|16440806|BASS CANNON|FLUX PAVILION|BASS CANNON
D05519950375|15571113|ME &amp; YOU|NERO|ME &amp; YOU
D05519950375|15271959|BIG BOSS|DOCTOR P|BIG BOSS
D05519950381|16440806|BASS CANNON|FLUX PAVILION|BASS CANNON
D05519950381|17185048|STILL GETTING IT|FOREIGN BEGGARS FEAT. SKRILLEX|STILL GETTING IT
D05519950381|17357547|STRANGE BEHAVIOR|FEED ME & TASHA BAXTER|STRANGE BEHAVIOR
D05519950400|17185048|STILL GETTING IT|FOREIGN BEGGARS FEAT. SKRILLEX|STILL GETTING IT
D05519950400|18660443|NOT ANOTHER UKF DUBSTEP TUTORIAL|DUBBA JONNY|NOT ANOTHER UKF DUBSTEP TUTORIAL
D05519950400|17893767|GRADUATION|GEMINI|GRADUATION
D09362495509|14565087|WAITING FOR THE END|LINKIN PARK|WAITING FOR THE END
D09362495509|14149364|THE CATALYST|LINKIN PARK|THE CATALYST
D09362495509|3483313|PAPERCUT|LINKIN PARK|PAPERCUT
D61746530875|17714805|EYES|KASKADE FEAT. MINDY GLEDHILL|EYES
D61746530875|18480645|LESSONS IN LOVE|KASKADE FEAT. NEON TREES|LESSONS IN LOVE
D61746530875|18232983|TURN IT DOWN|KASKADE W/REBECCA &amp; FIONA|TURN IT DOWN
D67385504152|1549901|WEB IN FRONT|ARCHERS OF LOAF|WEB IN FRONT
D67385504152|1825550|WRONG|ARCHERS OF LOAF|WRONG
D67385504152|3789991|LOWEST PART IS FREE!|ARCHERS OF LOAF|LOWEST PART IS FREE!
D73138365406|3224468|THANK U|ALANIS MORISSETTE|THANK U
D73138365406|720766|PINK MOON|NICK DRAKE|PINK MOON
D73138365406|3343961|COUNTRY ROAD|JAMES TAYLOR|COUNTRY ROAD
D73138365546|2681300|OLD NUMBER SEVEN|THE DEVIL MAKES THREE|OLD NUMBER SEVEN
D73138365546|2681296|GRAVEYARD|THE DEVIL MAKES THREE|GRAVEYARD
D73138365546|3002766|BLACK IRISH|THE DEVIL MAKES THREE|BLACK IRISH
D73550981280|18431015|SEXY AND I KNOW IT|CHANI|SEXY AND I KNOW IT
D73550981280|17771483|PUMPED UP KICKS|DR. PACK|PUMPED UP KICKS
D73550981280|18431011|WE FOUND LOVE|PAULETTE|WE FOUND LOVE
D80206112522|18151385|SAME DAMN TIME|FUTURE|SAME DAMN TIME
D80206112522|18151393|GONE TO THE MOON|FUTURE|GONE TO THE MOON
D80206112522|18151390|BALL FOREVER|FUTURE|BALL FOREVER
D81625901057|11584912|GOOD ONE COMIN' ON|BLACKBERRY SMOKE|GOOD ONE COMIN' ON
D81625901057|8852044|UP IN SMOKE|BLACKBERRY SMOKE|UP IN SMOKE
D81625901057|9313389|FREEDOM SONG|BLACKBERRY SMOKE|FREEDOM SONG
D82564665973|12757576|THE A TEAM|ED SHEERAN|THE A TEAM
D82564665973|12758201|THE CITY|ED SHEERAN|THE CITY
D82564665973|12757577|HOMELESS|ED SHEERAN|HOMELESS
D82973222641|16593007|DYSTOPIA (THE EARTH IS ON FIRE|Y.A.C.H.T.|DYSTOPIA (THE EARTH IS ON FIRE
D82973222641|17255739|I WALKED ALONE|Y.A.C.H.T.|I WALKED ALONE
D82973222641|17255746|SHANGRI-LA|Y.A.C.H.T.|SHANGRI-LA
D84710805612|719888|EVEN BETTER THAN THE REAL THIN|U2|EVEN BETTER THAN THE REAL THIN
D84710805612|18596467|LOVE IS BLINDNESS|JACK WHITE|LOVE IS BLINDNESS
D84710805612|18596466|ACROBAT|GLASVEGAS|ACROBAT
D84803300002|5606573|THEME FROM THE ADDAMS FAMILY|STARLITE SINGERS|THEME FROM THE ADDAMS FAMILY
D84803300002|6567972|THEME FROM  THE MUNSTERS|STARLITE SINGERS|THEME FROM  THE MUNSTERS
D84803300002|104488|MONSTER MASH|COUNTDOWN SINGERS|MONSTER MASH
D85970536925|16053687|DREAMING|ONE DIRECTION (US)|DREAMING
D85970536925|16071178|ECHOES|ONE DIRECTION|ECHOES
D85970536925|16053684|2012|ONE DIRECTION|2012
D85970676465|18051806|TURN IT UP|TIMEFLIES|TURN IT UP
D85970676465|18153540|FOR YOU|TIMEFLIES|FOR YOU
D85970676465|18153534|EVERYTHING I DO|TIMEFLIES|EVERYTHING I DO
D88103461850|17392558|A.D.H.D|KENDRICK LAMAR|A.D.H.D
D88103461850|16643101|HIII POWER|KENDRICK LAMAR|HIII POWER
D88103461850|17392566|RIGAMORTUS|KENDRICK LAMAR|RIGAMORTUS
D88576700275|15234996|ROLLIN LIKE A REDNECK|JAWGA BOYZ|ROLLIN LIKE A REDNECK
D88576700275|16714742|RIDIN HIGH|JAWGA BOYZ|RIDIN HIGH
D88576700275|17011243|ALL THE GIRLS WANNA RIDE|JAWGA BOYZ|ALL THE GIRLS WANNA RIDE
D88644310186|6022678|THE PRETENDER|FOO FIGHTERS|THE PRETENDER
D88644310186|3303439|EVERLONG|FOO FIGHTERS|EVERLONG
D88644310186|16126287|WALK|FOO FIGHTERS|WALK
D88644313210|17052227|SUGAR CANE|SHAGGY|SUGAR CANE
D88644313210|17534949|DAME|SHAGGY FEAT. KAT DELUNA|DAME
D88644313210|16863883|FIRED UP|SHAGGY FEAT. PITBULL|FIRED UP
D88644324124|4184944|OVER MY HEAD (CABLE CAR)|A DAY TO REMEMBER|OVER MY HEAD (CABLE CAR)
D88644324124|7314056|SINCE U BEEN GONE|A DAY TO REMEMBER|SINCE U BEEN GONE
D88644324124|9653969|ANOTHER SONG ABOUT THE WEEKEND|A DAY TO REMEMBER|ANOTHER SONG ABOUT THE WEEKEND
E07541377195|12546542|DIXON'S GIRL|DESA|DIXON'S GIRL
E07541377195|18310325|MINESHAFT|DESSA|MINESHAFT
E07541377195|18310323|551|DESSA|551
E26570613626|18431824|THE GLORY OF GOD (NOT TO US)|SHAI LINNE|THE GLORY OF GOD (NOT TO US)
E26570613626|18431816|FAITHFUL GOD|SHAI LINNE|FAITHFUL GOD
E26570613626|18431813|THE OMNIS|SHAI LINNE|THE OMNIS
E29569818921|17614993|SIGNED UP TO DIE|THI'SL|SIGNED UP TO DIE
E29569818921|17614983|LET IT KNOCK|THI'SL FEAT. PRO|LET IT KNOCK
E29569818921|17614985|BEAUTIFUL MONSTER|THI'SL FEAT. SWOOPE|BEAUTIFUL MONSTER
E36211450791|17246801|LIAR LIAR|CHRISTINA GRIMMIE|LIAR LIAR
E36211450791|17246797|ADVICE|CHRISTINA GRIMMIE|ADVICE
E36211450791|17246800|FIND ME|CHRISTINA GRIMMIE|FIND ME
E37872101421|17921871|BROOKLYN DODGERS|I AM THE AVALANCHE|BROOKLYN DODGERS
E37872101421|17848693|HOLY F**K|I AM THE AVALANCHE|HOLY F**K
E37872101421|18040774|CONAN O'BRIEN|I AM THE AVALANCHE|CONAN O'BRIEN
E59706013230|17173757|CHAPEL SONG|WE ARE AUGUSTINES|CHAPEL SONG
E59706013230|17185374|BOOK OF JAMES|WE ARE AUGUSTINES|BOOK OF JAMES
E59706013230|17185373|AUGUSTINE|WE ARE AUGUSTINES|AUGUSTINE
E59706271302|17379174|CHRIST REIGNS|BIZZLE|CHRIST REIGNS
E59706271302|17187801|BETTER WAY|BIZZLE|BETTER WAY
E59706271302|17379170|GOD OVER MONEY|BIZZLE|GOD OVER MONEY
E62582715422|17770517|HOW FAR I'LL GO|MICKY & THE MOTORCARS|HOW FAR I'LL GO
E62582715422|17770451|RAISE MY GLASS|MICKY & THE MOTORCARS|RAISE MY GLASS
E62582715422|17770704|ANY LONGER ANY MORE|MICKY & THE MOTORCARS|ANY LONGER ANY MORE
E62582715729|17473272|VELVET|STONEY LARUE|VELVET
E62582715729|17928922|LOOK AT ME FLY|STONEY LARUE|LOOK AT ME FLY
E62582715729|17928923|TRAVELIN' KIND|STONEY LARUE|TRAVELIN' KIND
E70541704028|17418428|MAN OVERBOARD|PUSCIFER|MAN OVERBOARD
E70541704028|18140340|CONDITIONS OF MY PAROLE|PUSCIFER|CONDITIONS OF MY PAROLE
E70541704028|18140336|TELLING GHOSTS|PUSCIFER|TELLING GHOSTS
E75597964738|14091239|YOU AND I|SECONDHAND SERENADE|YOU AND I
E75597964738|16650974|NEVER TOO LATE|SECONDHAND SERENADE|NEVER TOO LATE
E75597964738|16650973|OUR TIME|SECONDHAND SERENADE|OUR TIME
E94043152313|723933|PUSH IT|SALT-N-PEPA|PUSH IT
E94043152313|1546668|THE WORLD I KNOW|COLLECTIVE SOUL|THE WORLD I KNOW
E94043152313|12046931|POISON & WINE|THE CIVIL WARS|POISON & WINE
E94043153310|9676504|ANIMAL|MIIKE SNOW|ANIMAL
E94043153310|464847|OOH LA LA|GOLDFRAPP|OOH LA LA
E94043153310|9952209|BLOOD|MIDDLE EAST|BLOOD
E96741370229|21211619|GOOD MORNING BEAUTIFUL|JIM BRICKMAN FEAT. LUKE MCMASTER |GOOD MORNING BEAUTIFUL
E96741370229|3499500|O HOLY NIGHT|JIM BRICKMAN|O HOLY NIGHT
E96741370229|3500436|JOY TO THE WORLD|JIM BRICKMAN|JOY TO THE WORLD
E98268951105|925928|POUR SOME SUGAR ON ME (LIVE MIRROR BALL)|DEF LEPPARD|POUR SOME SUGAR ON ME (LIVE MIRROR BALL)
E98268951105|925915|LOVE BITES|DEF LEPPARD|LOVE BITES
E98268951105|925716|ROCK OF AGES|DEF LEPPARD|ROCK OF AGES
T00760084989|18059914|THE FIRST NOEL|PHIL WICKHAM|THE FIRST NOEL
